,acea,aceb,acek,fabb,fabd,fabg,fabh,fadd,fade,fadh,fadi,fadj,fadr,hipa,hipb,iclr
ph5.7_anaerobic_r2,9.66477,10.8145,7.77695,10.9496,10.8816,12.0791,10.8015,7.40641,8.38952,8.29226,8.16009,9.22984,9.00146,8.21529,9.14806,8.87837
ph5.7_anaerobic_r3,9.47468,10.8178,7.98717,10.8355,10.6619,11.9609,10.9141,7.55138,8.67579,8.63124,8.07923,9.32598,9.09575,8.27262,8.92979,8.82344
ph5.7_anaerobic_r4,9.66256,10.8407,7.89252,10.9477,10.9482,12.0308,10.929,7.39191,8.43393,8.45012,8.11351,9.06528,9.02632,8.27256,9.11965,8.91232
ph5.7_anaerobic_r5,9.9483,11.055,7.83052,11.0064,10.8225,11.9234,10.7256,7.45794,8.26084,8.21828,7.98397,9.00683,8.88098,8.167,8.9989,8.89446
ph7_anaerobic_r1,9.886,10.3967,8.03211,11.2711,11.3633,12.1715,11.2843,7.81899,8.34184,8.70104,8.35762,9.04994,9.42204,7.96477,9.12124,8.67102
ph7_anaerobic_r2,9.89202,10.6656,8.23661,11.31,11.2184,12.2555,11.2358,8.06619,8.34996,8.54595,8.20742,9.05817,9.42171,8.1598,9.13207,8.69069
ph7_anaerobic_r3,9.55075,10.4246,8.05811,11.3711,11.0943,12.3151,11.3206,7.9909,8.66481,8.69336,8.23954,9.28257,9.49767,8.12341,8.85684,8.64598
ph7_anaerobic_r4,9.97618,10.5081,8.12827,11.1459,11.3869,12.1625,11.3047,7.99133,8.3076,8.45907,8.27119,8.97833,9.38782,7.97975,8.99359,8.70598
ph7_anaerobic_r5,9.91515,10.4387,8.13059,11.4681,11.2923,12.2313,11.1069,7.94811,8.42641,8.58906,8.22162,8.78273,9.20966,8.1767,9.1204,8.57109
ph8.5_anaerobic_r1,10.9765,11.4351,8.25397,11.5212,11.2644,12.5472,11.1118,7.78513,8.32948,8.80031,8.07988,8.8995,8.88953,7.94167,8.62374,8.36224
ph8.5_anaerobic_r2,11.317,11.7679,8.58902,11.4328,11.569,12.5958,11.4789,8.19727,8.33945,8.85286,8.14717,9.06008,9.09871,8.06836,8.99465,8.43062
ph8.5_anaerobic_r3,11.1466,11.5437,8.37034,11.3412,11.5644,12.6675,11.2837,7.78068,8.48624,8.62971,8.14231,9.15242,9.24233,7.8347,8.8864,8.45957
ph8.5_anaerobic_r4,11.7115,12.0132,8.6731,11.3601,11.7734,12.6478,11.5841,7.83215,8.07876,8.70164,8.16651,9.09494,9.20601,7.806,9.05481,8.47256
ph8.5_anaerobic_r5,12.0097,12.2139,8.76753,11.3864,11.5423,12.5846,11.3419,7.72744,8.11574,8.61573,8.03423,8.98752,8.98042,7.86776,8.97098,8.50941
biofilm_K_yceP_r1,12.3937,13.1509,8.54422,11.7862,8.89164,11.8765,9.91789,8.99401,9.9655,9.43632,9.3512,10.4435,8.52948,8.19203,8.01991,7.98537
biofilm_K_yceP_indole_r1,11.6812,12.9343,8.39857,11.7004,8.69938,11.373,9.80671,9.26762,10.1857,9.64067,9.85659,10.3172,8.2759,8.63063,8.13964,8.1279
biofilm_K_yceP_indole_r2,11.0864,12.5176,8.09399,11.5701,8.42606,10.4113,10.1294,9.61575,10.7926,9.27861,8.86911,10.1327,8.33543,9.24418,7.87936,8.49313
biofilm_wt_glucose_r1,11.7586,12.6884,8.35867,11.311,8.73516,11.7385,10.6082,9.471,10.2222,9.55601,9.17872,10.5262,8.36613,8.51871,7.40827,8.15703
biofilm_K_trpE_r1,10.9352,12.555,8.02387,11.0598,8.84579,11.1513,10.0845,9.56942,10.0694,9.79114,9.40695,10.3387,8.75435,8.64366,7.73451,7.73817
biofilm_K_tnaA_r1,11.762,13.2473,8.7405,11.3534,9.2433,11.5131,10.2442,9.25197,10.3097,9.50206,9.2244,10.2047,8.70635,8.33783,7.77204,8.18354
biofilm_wt_noGlucose_r1,12.8244,13.6082,9.38156,11.0788,9.86172,12.173,10.7634,10.5057,12.1836,11.0623,10.9362,11.5036,8.63727,8.35934,8.13993,7.53913
K12_t90_K_fis_r1,7.208,7.54327,7.5376,12.6488,10.8693,12.7922,11.0723,8.98915,8.78768,8.46175,8.09866,8.35143,9.59764,7.71171,7.76281,8.88656
K12_t90_K_fis_r2,7.32472,7.31699,7.44427,12.6708,10.7297,13.0776,11.0245,8.41098,8.20722,8.49615,8.1483,8.4093,9.93467,7.39399,7.65158,8.96015
K12_t90_K_fis_r3,7.25277,7.93048,7.54443,12.817,10.5225,12.5026,10.5021,8.56496,7.9815,8.52111,8.06286,8.71074,9.86372,7.41094,7.50381,8.87756
K12_t150_K_fis_r1,7.79,8.26516,7.70212,12.3634,10.5348,12.7374,10.6043,9.92673,9.23015,9.06667,8.93213,9.81274,9.57835,8.36738,8.78152,8.45988
K12_t150_K_fis_r2,8.16646,7.95062,7.89108,12.6733,9.51479,12.7545,9.91592,8.74748,8.6788,9.34534,9.18878,10.1552,10.0194,7.60885,7.41573,8.78123
K12_t150_K_fis_r3,7.69648,7.76652,7.46643,12.6802,10.4166,12.7639,10.4093,8.29825,8.65775,8.8042,8.14592,9.75627,9.38253,7.82419,7.81928,8.9615
K12_t240_K_fis_r1,6.48674,6.67629,7.29294,12.879,10.8753,12.5273,10.6116,8.50964,9.10324,9.19919,8.5013,9.6955,9.22965,8.68039,10.0294,8.5388
K12_t240_K_fis_r2,9.48579,9.99148,7.48638,12.6152,10.3327,13.2541,10.46,8.23775,9.47425,9.15102,9.13109,10.2235,9.30962,8.0018,8.19518,8.43474
K12_t240_K_fis_r3,10.408,10.5091,7.92559,12.441,10.1637,12.7577,10.2196,9.70076,9.46709,9.86824,9.27658,10.8402,8.91725,8.04716,8.35015,8.66294
K12_t360_K_fis_r1,10.0696,9.3963,8.19945,12.5206,10.0236,12.7267,10.1118,10.2543,10.2165,10.1441,9.53463,10.354,9.99211,7.93144,7.88889,8.41083
K12_t360_K_fis_r2,10.2564,10.9,8.18459,12.5959,10.2726,12.7293,10.8624,9.20331,10.008,9.51633,9.31916,10.293,9.4819,8.18591,8.22777,8.53203
K12_t360_K_fis_r3,10.1953,10.1784,7.59419,11.7507,9.6474,12.3825,9.81816,9.3299,9.33525,9.40545,8.71877,10.7787,9.37665,8.01272,7.94138,8.92527
K12_t90_r1,7.46816,7.31486,7.71189,12.1926,10.8476,12.6078,10.9234,8.63412,8.80945,8.43828,8.02023,8.19164,9.6569,7.44849,7.76197,8.83284
K12_t90_r2,7.4803,7.44998,7.75929,12.1383,10.5971,12.9562,10.8655,7.59908,8.52818,8.70223,8.05425,8.76097,9.70133,7.47831,7.03778,8.88633
K12_t90_r3,7.49355,7.87602,7.70559,12.8873,10.9477,12.8445,11.1228,8.34655,8.61074,8.66874,8.54401,9.63157,9.82243,7.38267,7.45036,9.22568
K12_t150_r1,7.40335,7.69035,7.88726,12.4662,10.9875,12.7594,10.9905,8.12673,9.04928,8.58142,8.16014,8.62751,9.54422,7.84924,7.49473,8.74749
K12_t150_r2,7.89145,7.92497,7.62831,12.3285,10.2713,12.9717,10.4724,8.16705,8.74849,8.90792,8.8173,9.65994,9.9176,8.15325,7.89024,8.47189
K12_t150_r3,7.79336,7.78811,7.92266,12.7219,10.9093,12.8191,11.1173,8.48076,8.74979,8.68839,8.43312,9.23178,9.91271,7.7887,8.15116,8.38997
K12_t240_r1,8.41907,7.86217,7.48514,12.5365,10.7284,12.8008,10.716,8.73809,8.99547,8.95297,8.36555,9.44215,9.5188,7.8661,8.38907,8.33677
K12_t240_r2,9.64266,9.94849,7.90536,12.1746,9.87199,12.8112,9.9729,9.70214,10.0883,10.1558,9.50206,10.4541,9.47213,8.2054,7.91429,8.26472
K12_t240_r3,10.7173,10.983,8.12974,12.3011,10.2266,12.7627,10.4177,9.83418,10.0944,9.80244,9.34974,11.0001,9.34296,8.21146,8.45935,8.32491
K12_t360_r1,9.88295,9.56947,7.83788,11.7243,9.92185,12.6167,10.1466,10.901,11.233,10.2114,9.27527,10.9087,9.25278,8.32473,9.00655,8.22877
K12_t360_r2,10.6573,11.3,8.15615,12.1469,9.61706,12.6876,10.1808,9.42503,10.2034,9.8824,9.51112,10.2579,9.32712,8.25886,7.99117,8.30583
K12_t360_r3,11.1265,11.4059,8.31569,12.251,10.1099,12.3803,10.5388,10.4285,10.5872,9.89688,9.35201,10.5797,9.69532,7.9345,8.14703,8.76439
MG1655_t150_aerobic_r1,9.0424,10.1087,7.84496,12.268,11.2628,12.5907,11.3252,8.18887,8.45506,8.45094,8.1178,8.62765,9.24442,8.10993,9.00647,8.49648
MG1655_t150_aerobic_r2,8.85455,9.79924,7.7292,11.9491,11.1087,12.4163,11.2623,8.09249,8.64967,8.47453,8.23086,8.78012,9.23267,8.05643,8.89331,8.36638
MG1655_t300_aerobic_r1,13.4507,13.6742,9.7791,12.1384,10.5814,12.6256,10.9381,7.9878,8.70003,8.97778,8.45446,9.23782,8.78154,8.00659,8.83352,8.0836
MG1655_t300_aerobic_r2,13.5286,13.5612,9.75479,12.2295,10.6811,12.6425,11.0184,8.11561,8.67288,9.03949,8.43865,9.2504,8.93309,8.012,8.84644,8.15023
MG1655_t480_aerobic_r1,13.8072,13.8408,9.94277,11.8637,10.4756,12.1674,10.9716,7.88957,8.63346,9.06624,8.50461,9.10099,8.76446,7.95023,8.38636,8.34374
MG1655_t480_aerobic_r2,13.5575,13.7391,9.79111,11.9173,10.446,12.3318,10.9181,8.08865,8.61945,8.9392,8.41059,9.24061,8.77908,7.99939,8.54493,8.1307
MG1655_t720_aerobic_r1,13.5754,13.9298,10.0352,12.214,10.5174,12.4491,11.2376,8.02066,8.88037,9.17115,8.86447,9.42888,9.05358,7.84795,7.94319,7.99946
MG1655_t720_aerobic_r2,13.6339,13.8092,9.8342,12.018,10.3235,12.2759,10.9143,8.11633,8.77816,8.94586,8.53981,9.2674,8.883,7.80612,8.34068,8.09485
MG1655_t1080_aerobic_r1,13.4076,13.7039,9.41947,11.7489,10.3675,12.1043,10.947,8.46803,8.80164,8.9689,8.64674,9.27503,8.9124,8.03778,8.17372,8.03564
MG1655_t1080_aerobic_r2,13.2261,13.7406,9.42218,11.8409,10.3682,12.2329,10.9202,8.4506,8.99677,8.92695,8.63303,9.44958,8.91998,7.83476,8.08877,7.93898
MG1655_t1560_aerobic_r1,12.0974,13.1254,8.55081,10.8246,9.708,11.5741,10.3996,8.3496,8.71883,9.18454,8.6937,9.24282,9.28675,8.28447,7.78885,8.56811
MG1655_t1560_aerobic_r2,12.0226,13.284,8.56073,10.9442,9.92581,11.5382,10.4293,8.52388,9.28335,8.93803,8.58599,9.3511,9.04476,7.80245,7.81324,8.2429
MG1655_t150_anaerobic_r1,9.8562,11.0453,7.87296,12.7348,10.8194,12.0402,10.8512,7.8613,8.4037,8.47643,8.27851,8.88028,9.25965,8.62127,9.29262,8.55013
MG1655_t150_anaerobic_r2,9.67856,10.9764,7.94036,12.8489,10.7802,12.1188,10.8287,7.62932,8.54593,8.739,8.21043,8.74761,9.20277,8.56349,9.30266,8.59461
MG1655_t180_anaerobic_r1,11.1328,12.5745,8.0968,11.6943,10.1085,12.0138,10.5213,7.56801,8.2754,8.69102,8.28572,9.15507,9.03616,8.81293,9.52952,8.39375
MG1655_t180_anaerobic_r2,11.5453,12.8834,8.29558,11.7976,10.1568,12.2235,10.4436,7.78544,8.45965,8.79974,8.22206,9.12987,8.9827,8.88076,9.81674,8.45049
MG1655_t225_anaerobic_r1,11.0069,12.3353,8.07323,11.7478,9.54684,11.7343,9.99929,7.91429,8.71862,8.70464,8.2484,9.14005,8.9659,9.11143,10.1636,8.28395
MG1655_t225_anaerobic_r2,11.1643,12.3201,7.96654,11.6429,9.59893,11.9112,10.1814,8.03753,8.32734,8.67138,8.24661,9.15961,8.81233,8.90228,9.977,8.29723
MG1655_t270_anaerobic_r1,11.0623,12.3232,7.91729,11.7767,9.61458,11.7355,9.992,7.97605,8.52702,8.79316,8.3384,9.07793,8.8393,8.57213,9.3638,8.34843
MG1655_t270_anaerobic_r2,11.0677,12.3066,7.97193,11.8055,9.70235,11.9074,10.1856,7.93645,8.47706,8.76306,8.29627,9.02321,8.82148,8.3897,9.10603,8.18098
MG1655_t405_aerobic_r1,11.0998,12.4515,7.81015,11.9072,9.60244,11.7228,10.1724,8.07652,8.58641,8.86112,8.33156,9.02332,9.14732,8.26343,8.48008,8.19308
MG1655_t405_aerobic_r2,11.0066,12.3708,7.72819,11.912,9.66569,11.9179,10.2634,8.02184,8.43654,8.73412,8.22144,8.90001,9.04035,8.2299,8.40767,8.29544
MG1655_t86400_cecum_r1,10.0387,11.347,7.95474,11.0353,9.38661,12.5298,9.80925,8.33055,9.08588,9.19291,8.76316,9.80722,9.77102,8.14423,8.3507,8.42041
MG1655_t86400_cecum_r2,9.72294,11.2838,8.40486,10.9483,9.40534,12.4328,10.0461,8.12744,8.6943,8.96044,9.15216,9.88637,9.63448,8.38864,8.39681,8.83858
MG1655_t86400_cecum_r3,9.97867,11.2896,7.78564,10.9932,9.73998,12.4058,10.021,7.97919,8.62297,8.90722,8.63219,9.65349,9.6305,8.04016,8.51248,8.3957
MG1655_t86400_cecum_r4,9.98703,11.2942,7.90967,10.973,9.3354,12.4524,9.91359,8.20282,8.99828,9.16946,8.9826,9.75138,9.64268,8.35678,8.66522,8.35158
MG1655_t86400_cecum_r5,8.98855,11.055,8.14921,10.9009,9.07776,12.2728,10.0592,8.3845,8.68608,9.15959,9.16157,9.95838,9.36719,8.22829,8.20068,8.6514
biofilm_4hr_r1,13.508,13.7912,10.1528,12.2318,10.4794,11.9476,10.5037,7.96064,8.46157,8.79809,8.52038,9.0457,8.95478,7.78883,7.85688,8.90848
biofilm_7hr_r1,13.8911,13.8509,10.9866,11.9982,10.3893,11.9162,10.8719,8.1776,9.06736,9.20475,9.34867,9.54479,9.0106,8.12003,8.06073,9.33065
biofilm_15hr_r1,12.837,13.4878,9.29101,10.6779,9.57658,11.0867,10.4144,8.50422,9.65673,9.21976,9.26273,9.42155,8.78714,7.92693,7.41405,8.27513
biofilm_24hr_r1,12.0467,12.9511,9.01604,11.0863,9.58754,11.6359,10.0171,8.99549,10.739,9.6696,9.59091,10.3916,8.67815,8.34463,7.60492,8.12801
suspension_4hr_r1,13.3159,13.5123,9.52195,12.177,10.8317,12.268,10.8142,8.08592,9.08761,9.65172,9.16879,9.69445,8.85325,7.76784,8.2638,8.69277
suspension_7hr_r1,13.6438,13.8188,10.4509,12.0953,10.311,12.0746,10.8347,8.78453,9.36629,9.28576,8.97697,9.44978,9.09561,8.2286,8.14059,8.98152
suspension_15hr_r1,12.9138,13.6943,9.28091,10.704,9.85699,11.6482,10.9086,8.79628,9.89232,9.32822,9.45299,9.72232,8.77595,8.25114,7.37248,7.8039
suspension_24hr_r1,11.391,12.3839,8.3934,10.2926,9.22101,11.4616,9.66029,8.8933,10.3962,9.57005,9.12118,10.139,8.98156,8.28171,7.44813,8.86849
W3110_K_luxS_r1,13.524,13.1683,10.0998,11.5181,10.3792,11.8763,10.5049,9.19434,9.23047,9.887,9.54239,10.8318,9.34632,8.56321,9.56721,9.55917
W3110_K_luxS_r2,13.4762,13.1586,9.9944,11.4624,10.5488,12.0488,10.2594,9.13816,9.17104,9.96436,9.45899,10.9449,9.441,8.65548,9.84109,9.5933
W3110_wt_luxS_r1,13.6615,13.1096,9.96244,11.3843,10.4453,12.0235,9.99706,9.3034,9.24884,10.0353,9.54366,10.9975,9.33474,8.51956,9.85471,9.58821
W3110_wt_luxS_r2,13.5463,13.0866,10.0233,11.5963,10.5627,12.0395,10.2136,9.36142,8.95818,9.9366,9.82537,11.0903,9.33306,8.56603,10.0189,9.68195
W3110_K_luxS_glucose_r1,10.7007,10.8805,8.53473,12.143,11.2874,12.6241,10.9442,8.06443,8.50921,8.62856,7.96061,8.6711,9.32557,8.31955,8.9769,8.51661
W3110_wt_luxS_glucose_r1,10.9027,10.8377,8.31773,12.0969,11.5002,12.6199,11.1081,7.93691,8.35306,8.61826,7.88045,8.23296,9.2641,8.06692,8.75711,8.59465
W3110_wt_luxS_glucose_r2,10.629,10.8411,8.3205,12.0556,11.3834,12.678,11.2462,8.18146,8.15094,8.45679,7.90409,8.59254,9.27847,8.23408,8.97395,8.58132
str_ctrl_M9_r1,10.9364,12.0233,8.77728,10.0844,11.2977,12.7545,11.2357,8.26541,8.7785,8.43821,8.34684,8.79494,9.29155,7.55764,8.14478,8.77574
str_ctrl_M9_r2,11.0318,12.1164,8.91791,9.92804,11.3026,12.801,11.1602,8.17933,8.40372,8.39232,8.21725,8.78137,9.04104,7.58262,8.00092,8.71665
str_ctrl_M9_r3,10.959,11.7028,8.81542,10.006,11.06,12.7468,11.0392,8.20707,8.63982,8.39959,8.23111,8.76649,9.26845,7.65885,8.22157,8.73354
str_str_SH_M9_r1,7.38832,7.85286,7.43042,8.39078,10.5321,11.6652,10.8396,7.89283,8.25827,8.50257,7.98672,8.45008,10.3573,8.23775,10.1757,8.91887
str_str_SH_M9_r2,7.20418,7.56493,7.28528,8.37586,10.5361,11.7299,10.9888,7.77165,8.04817,8.40213,8.01339,8.40739,10.7919,8.07924,9.92549,8.87567
str_str_SH_M9_r3,7.28964,8.12813,7.57657,8.45045,10.3453,11.7091,10.752,8.02718,8.46391,8.69012,8.18447,8.49096,10.1019,8.0428,9.78228,9.0559
str_ctrl_K_relA_M9_r1,11.4619,12.1393,8.47174,11.0193,11.211,12.4608,11.0634,8.09688,8.58159,8.40904,8.03266,8.52601,9.40393,7.41628,8.2128,8.89548
str_str_K_relA_M9_r1,8.47867,9.56622,7.83697,10.3016,10.9564,11.8829,11.305,8.87558,8.69474,8.52862,8.07193,8.34218,10.935,7.75416,8.86174,8.81688
str_ctrl_0m_r1,11.4102,12.1542,8.73819,11.582,10.991,12.5101,11.1782,8.2023,8.86873,8.42889,8.37553,8.74935,9.34885,7.87566,8.43445,8.39507
str_str_SH_20m_r1,10.1383,10.9125,7.75299,11.0598,11.0347,12.2226,11.3441,8.03171,8.94326,8.49926,8.26968,8.37314,10.8891,7.5576,9.12086,8.59644
str_str_SH_120m_r1,7.25789,8.81192,7.29489,8.95097,10.338,11.4427,11.0492,7.81234,8.19082,8.23885,8.06672,8.43604,10.6972,8.49224,10.8796,8.32385
str_str_LV_20m_r1,10.5456,11.9347,7.94137,12.7741,10.8791,12.2735,10.9292,8.05072,8.72708,8.39259,8.29601,8.52905,8.98643,7.66614,8.69702,8.24644
str_str_LV_120m_r1,10.8879,12.3248,8.16111,12.7469,10.7457,12.3991,10.8291,8.06789,9.04206,8.45831,8.43153,9.01231,9.02931,8.24686,9.3202,8.09939
str_ctrl_K_relA_0m_r1,11.1104,11.7428,8.59768,11.6212,10.9417,12.4428,11.0773,8.18053,8.53836,8.4818,8.42562,8.72518,9.35492,7.74417,8.29148,8.46715
str_str_SH_K_relA_20m_r1,8.95291,9.11156,7.43022,10.7292,11.4711,12.3738,11.784,8.28371,8.75373,8.59043,7.8689,7.92069,10.5504,7.2013,7.99964,8.10372
str_str_SH_K_relA_120m_r1,8.85865,9.36169,7.34225,11.2783,11.1118,11.6491,11.5876,9.51599,9.05206,8.16433,7.73506,8.55112,9.54708,7.65041,8.8711,9.06113
str_str_LV_K_relA_20m_r1,8.48891,9.58906,7.59386,10.7559,11.8201,12.779,12.0872,9.16726,8.6453,8.56968,8.01348,8.2296,9.60711,7.44345,8.35729,8.36382
str_str_LV_K_relA_120m_r1,8.54105,9.3671,7.55141,11.8588,11.982,12.847,12.351,9.56516,8.90873,8.39323,7.94907,8.56764,9.12708,7.81547,8.82818,8.98801
str_ctrl_U_relA_20m_r1,12.5392,12.7482,9.43872,11.2656,11.3189,12.7975,10.94,8.11528,8.76242,8.74707,8.2438,8.5893,9.05834,7.77716,8.69251,8.66234
str_str_U_relA_20m_r1,12.9156,13.532,9.50305,11.7905,10.878,12.5223,10.6481,7.71773,8.18926,8.44405,8.41103,9.22511,8.72791,7.86255,8.74494,8.31241
str_ctrl_U_relA_20m_K_rpoS_r1,12.4595,12.5518,9.04885,12.1016,11.0413,12.5189,10.9238,8.06051,8.35981,8.29165,8.17838,8.44103,9.15256,7.6286,8.30021,8.67248
str_str_U_relA_20m_K_rpoS_r1,13.4184,13.7122,9.70312,12.467,10.6205,11.9662,10.3596,7.82194,8.61196,8.38408,8.17722,8.48294,8.88597,7.92102,8.62919,8.61838
str_ctrl_U_relA_20m_K_bolA_r1,12.1255,12.7032,9.01869,11.6191,10.9896,12.3832,10.9794,8.07594,8.40527,8.30753,8.10079,8.47759,8.9991,7.80971,8.6042,8.45975
str_str_U_relA_20m_K_bolA_r1,13.2378,13.7456,9.4253,11.923,10.6612,12.0602,10.3898,7.6492,8.56988,8.56162,8.16305,8.73789,8.70666,7.85906,8.98394,8.49764
biofilm_24hrs_K_ymgB_r1,12.1069,12.7807,8.97765,11.4109,8.76402,11.6341,9.88375,10.3939,11.0413,9.11274,9.97058,10.9708,8.22652,8.66032,8.13241,8.5436
biofilm_15hr_wt_yncC_r1,12.7086,13.0404,8.6427,10.8256,7.76211,10.4382,9.27809,9.40695,8.54801,8.81366,8.15437,9.64304,8.29916,8.42421,7.18947,7.57102
biofilm_15hr_K_yncC_r1,12.249,13.4471,8.87139,11.5096,9.18672,11.4493,10.3443,9.27035,10.1169,9.67858,8.82057,10.4812,8.87397,8.59503,7.73921,8.30833
ctrl_no_tannin_r1,10.6275,11.3991,8.80363,11.0601,11.2424,12.4897,11.7508,8.17836,8.61695,8.80567,7.88535,8.61652,9.51187,7.71637,7.22046,9.73976
ctrl_no_tannin_r2,10.0363,10.7508,8.4668,10.8947,10.9245,12.2904,11.3766,8.3553,8.48578,8.24067,8.15296,8.82476,9.858,7.98166,7.85134,9.91734
tannin_1_pct_r1,8.23685,8.97604,8.71878,11.069,8.66387,11.4666,10.1762,8.31552,8.56276,9.41571,8.01044,8.91338,8.59505,8.36838,7.79987,8.4488
tannin_1_pct_r2,9.15237,10.4063,8.54415,12.3936,9.46174,11.8429,10.3762,8.0938,9.08308,9.42042,7.8516,8.79435,8.59177,8.52988,8.25586,8.22472
wt_rpoS_exp_r1,9.59184,9.16757,7.79219,11.2344,11.5823,12.7967,11.6622,8.03033,8.06341,9.05212,7.57777,8.37617,8.77678,6.88804,7.19922,8.38102
wt_rpoS_exp_r2,8.87412,8.78683,7.95446,11.1335,11.3462,12.5467,11.5326,8.04475,7.97553,9.58389,7.59368,8.41791,8.44345,7.02842,6.81296,8.45592
wt_rpoS_exp_r3,9.76779,9.18137,7.63604,11.2277,11.5077,12.6913,11.6276,8.12014,8.09193,9.08438,7.6057,8.21133,8.62762,6.78182,7.27924,8.39464
K_rpoS_exp_r1,8.92911,9.29011,7.84609,12.04,11.6904,12.9308,11.6572,8.33224,8.3659,8.83793,7.90963,8.30001,9.1827,7.19352,7.70254,8.59206
K_rpoS_exp_r2,8.96229,8.68567,7.77212,11.6004,11.7975,12.7931,11.697,8.49909,8.47685,8.77879,7.99384,8.16984,9.28233,7.29205,7.79384,8.37736
K_rpoS_exp_r3,8.9326,9.26173,7.94978,11.9563,11.6066,12.8521,11.6332,8.27751,8.45831,8.84645,7.95635,8.24614,9.0534,7.24958,7.85371,8.52003
wt_rpoS_stat_r1,12.6424,12.8765,9.19446,10.2281,9.83688,11.3244,9.9039,7.97679,8.96831,9.81466,8.6311,9.53603,9.01695,8.51915,8.24867,8.28101
wt_rpoS_stat_r2,13.174,13.1157,9.08812,10.6054,9.94401,11.6267,9.7857,8.12398,9.51454,9.59886,8.37265,9.72341,8.99189,7.96021,8.3039,8.25261
wt_rpoS_stat_r3,9.16671,9.19054,7.90791,9.98839,9.61724,11.4117,9.5095,7.4561,8.14507,9.62764,7.35932,8.17455,8.536,7.00327,7.57894,8.43584
K_rpoS_stat_r1,8.64891,8.84891,7.82125,9.96442,9.40141,11.1561,9.21733,7.30013,8.35423,9.98739,7.16942,8.11327,8.30847,6.9117,7.11721,8.70409
K_rpoS_stat_r2,13.0588,13.118,9.10206,11.4707,10.3236,11.5147,9.73541,8.10061,9.30184,9.43751,8.42506,9.2042,8.91657,7.75734,7.95219,8.37321
K_rpoS_stat_r3,13.1117,13.2541,9.17814,11.114,10.165,11.5651,9.82806,7.82874,9.25516,9.39611,8.58127,9.47066,9.26725,7.67032,7.99787,8.58471
sg_baseline_t0_r1,8.3843,8.98417,8.22978,11.8737,11.5103,12.383,11.9472,8.80002,8.17846,8.78979,8.19059,8.35636,9.51411,7.36371,7.61396,9.17915
sg_untreated_t30_r1,8.57575,9.07414,7.91745,11.8361,11.2321,12.2345,11.5655,8.34653,8.62136,8.75943,8.37181,8.85407,9.51332,7.83501,8.32152,8.76588
sg_untreated_t60_r1,10.3297,10.5821,8.35575,11.0745,11.0978,12.0771,11.597,8.38044,8.2913,9.038,8.65547,8.98692,9.67937,7.88113,8.38799,8.90262
sg_untreated_t120_r1,11.3997,12.488,8.47888,12.0339,10.7376,11.4681,10.6391,8.72653,8.94116,9.3707,8.87924,9.23308,9.42891,8.17586,8.74987,8.46783
sg_spect_t30_r1,7.2668,8.03169,7.22257,10.872,11.2138,11.8076,11.9299,9.41844,9.02363,8.45995,8.05671,8.71169,9.03853,8.41285,9.26517,9.93939
sg_spect_t60_r1,7.65269,8.79457,7.10831,11.2561,11.0206,11.6665,11.7971,9.78003,8.90473,8.55499,8.31291,9.23708,9.13493,9.5472,10.1522,9.87146
sg_spect_t120_r1,7.93617,9.1489,7.03846,11.5719,11.1217,11.8187,12.2072,9.87335,9.03646,8.55574,7.57967,9.01684,9.28,10.4104,10.682,9.5784
sg_gent_t30_r1,8.54802,9.46174,8.00155,12.0362,11.2147,12.0537,11.8449,8.50947,8.31775,8.89995,8.48564,9.02702,9.50292,7.83047,8.17758,8.99532
sg_gent_t60_r1,7.80974,9.08579,8.00591,11.6375,10.6813,11.6192,11.2357,8.69811,8.5661,8.80408,8.58911,8.96511,9.41937,8.14317,9.18206,8.94812
sg_gent_t120_r1,8.07837,9.48957,7.94159,11.1765,10.437,11.2002,11.1798,9.29897,9.46964,9.13781,9.04451,9.35521,9.15384,8.823,9.87791,8.82988
biofilm_24hr_del_ydgG_r1,10.689,12.7655,8.11608,10.763,8.14871,10.8596,9.54719,10.4291,11.1601,9.66474,10.0127,10.2219,8.42005,8.75399,7.82834,7.76708
biofilm_24hr_wt_yliH_yceP_r1,12.8299,13.2549,9.15892,11.4459,9.56972,11.2655,9.82624,9.68252,10.2066,10.2947,9.82214,10.255,9.06896,7.89169,7.34425,8.99625
biofilm_24hr_del_yceP_r1,12.3741,13.2277,8.60693,11.2827,9.27237,11.9617,10.2284,9.63318,9.57884,9.92621,9.76524,10.146,8.32572,8.31166,8.15337,8.98036
biofilm_24hr_del_yliH_r1,10.4843,12.3516,7.96996,10.7676,8.31627,11.4008,9.32791,8.97001,9.90819,9.44032,9.4328,9.86181,8.40198,8.44217,8.07936,9.39544
biofilm_15hr_wt_ycfR_r1,12.7262,13.4464,9.77645,11.6816,9.26271,12.2914,10.1705,10.1554,11.3077,10.9768,11.1815,11.0882,8.75762,8.48512,8.20539,8.5525
biofilm_15hr_del_ycfR_r1,13.0826,13.3983,9.62689,11.2755,9.36276,11.5303,10.3905,10.0747,11.3839,9.35165,9.50956,9.93892,8.78927,8.0154,7.53808,8.76202
acid_shift_t0_r1,8.74514,9.13678,7.88912,11.6193,11.957,12.7907,12.0839,8.71239,8.73226,8.60937,8.3409,8.77552,9.32399,7.92741,8.70346,8.67911
acid_shift_t0_r2,8.67581,9.01089,7.66971,11.4637,12.085,13.0072,12.191,8.58442,8.71983,8.34411,8.48374,8.74109,9.18472,7.38913,8.65628,8.84921
